f,scholarship_name,year,in_school,activity,characteristic,major,sem_min,sem_max,sex,age_min,age_max,grade_min,grade_max,last_grade_min,last_grade_max,pause,income_min,income_max,characteristic_money,recommendation,region,link,date_start,date_end,scholarship_price,paybyhour,feature_integer,feature,feature_specified,other,labels_1 : grade_min,labels_2 : last_grade_min,labels_3 : income_max,"labels_4 : last_grade_min, grade_min",labels_5 : paybyhour,"labels_6 : characteristic, characteristic_money, scholarship_price",labels_onehot_1 : other_similarity,labels_onehot_2 : other_similarity,"labels_onehot_3 : other_similarity, grade_min","labels_onehot_4 : other_similarity, characteristic_money","labels_onehot_5 : other_similarity, characteristic","labels_onehot_6 : other_similarity, feature_integer","labels_onehot_7 : other_similarity, characteristic_money, grade_min","labels_onehot_8 : other_similarity, characteristic_money, characteristic"
58,농협재단인재육성장학생),2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,1,2,18,50,0,4.5,0,4.5,1,0,10,0,0,,,2017-01-31 0:00,2017-02-07 0:00,3600,0,2,개인가족신분,농수산업,"학기당 300, 최대 12학기",2,0,0,2,0,6,0,1,1,1,1,1,4,5
59,쌍용곰두리(성적우수장학생),2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,2.75,4.5,1,0,10,1,0,,www.koddi.or.kr,2016-12-22 0:00,2017-01-16 0:00,600,0,2,개인가족신분,농수산업,"학기당 150, 최대 4학기",2,4,0,5,0,1,0,0,1,2,1,1,3,2
60,쌍용곰두리(예체능특기장학생),2017,0,1,2,디자인조형학부 체육교육과 ,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.koddi.or.kr,2016-12-22 0:00,2017-01-16 0:00,600,0,2,개인가족신분,장애인,"학기당 150, 최대 4학기",2,0,0,2,0,1,0,0,1,2,1,1,3,2
61,쌍용곰두리(정보통신특기장학생),2017,0,1,2,컴퓨터학과 데이터과학과 사이버국방학과,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.koddi.or.kr,2016-12-22 0:00,2017-01-16 0:00,600,0,2,개인가족신분,장애인,"학기당 150, 최대 4학기",2,0,0,2,0,1,0,0,1,2,1,1,3,2
62,성련장학재단장학생,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 심리학부,0,8,2,18,50,3.5,4.5,0,4.5,1,0,10,0,1,,www.sungryunscholar.or.kr,2016-12-29 0:00,2017-01-24 0:00,413,0,0,,,,1,0,0,0,0,5,0,0,0,1,1,0,1,5
63,농어촌희망재단(영농후계장학금),2017,0,1,1,식품공학부 식품공학과 식품자원경제학과 생명공학부 생명과학부 환경생태공학부,0,8,2,18,50,0,4.5,2.75,4.5,1,0,10,0,0,,www.rhof.or.kr,2017-01-06 0:00,2017-01-17 0:00,250,0,0,,,,2,4,0,5,0,0,0,0,1,1,0,0,4,1
64,농어촌희망재단(농업인자녀장학금),2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,2.75,4.5,1,0,8,0,0,,www.rhof.or.kr,2017-01-06 0:00,2017-01-17 0:00,150,0,2,개인가족신분,농수산업,,2,4,0,5,0,5,0,0,1,1,1,1,4,5
65,푸드스마일즈우양장학생(마루),2017,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,8,2,18,50,0,4.5,3,4.5,1,0,10,1,0,,,2017-01-04 0:00,2017-01-20 0:00,400,0,0,,,"학기당 100, 졸업시까지 최대 4학기",2,2,0,3,0,1,-1,2,2,3,3,2,-1,11
66,푸드스마일즈우양장학생(나래),2017,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,8,2,18,50,0,4.5,2.5,4.5,1,0,10,1,0,,,2017-01-04 0:00,2017-01-20 0:00,400,0,2,개인가족신분,북한이탈주민(및자녀),"학기당 100, 졸업시까지 최대 4학기",2,3,0,4,0,1,-1,2,2,3,3,-1,-1,11
67,푸드스마일즈우양장학생(다솜),2017,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,4,2,18,50,0,4.5,3,4.5,1,0,10,1,0,,,2017-01-04 0:00,2017-01-20 0:00,400,0,2,개인가족신분,복지시설가정위탁출신,"학기당 100, 졸업시까지 최대 4학기",2,2,0,3,0,1,-1,2,2,3,3,-1,-1,11
68,푸드스마일즈우양장학생(자매애),2017,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,6,8,0,18,50,0,4.5,3,4.5,1,0,10,1,0,,,2017-01-04 0:00,2017-01-20 0:00,200,0,2,개인가족신분,한부모가정,"학기당 100, 최대 2학기",2,2,0,3,0,1,0,0,1,2,1,1,3,2
69,EAI동사아시아연구원신규장학생,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 심리학부,2,8,2,18,50,0,4.5,0,4.5,1,0,1,1,1,,www.eai.or.kr,2017-01-03 0:00,2017-02-02 0:00,200,0,0,,,,2,0,1,2,0,1,0,0,1,2,1,0,3,2
70,서울희망장학금(공익인재분야장학생),2017,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,7,2,18,50,0,4.5,0,4.5,1,0,10,2,0,,www.hissf.or.kr,2017-01-06 0:00,2017-01-18 0:00,300,0,0,,,막학기 불가,2,0,0,2,0,7,0,0,1,0,1,0,7,8
71,이중재장학금,2017,0,1,0,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,0,4.5,1,0,10,0,1,,,2017-01-12 0:00,2017-01-30 0:00,413,0,0,,,,2,0,0,2,0,8,0,0,1,1,4,0,4,9
72,김용진유기각장학금,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,3,4.5,1,0,10,1,1,,,2017-01-12 0:00,2017-01-25 0:00,400,0,2,개인가족신분,교환학생,,2,2,0,3,0,1,0,0,1,2,1,1,3,2
73,춘파황청하장학금,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,3,4.5,1,0,10,0,1,,,2017-01-12 0:00,2017-01-25 0:00,413,0,0,,,,2,2,0,3,0,5,0,0,1,1,1,0,4,5
74,통영시대학생장학금,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,2,4.5,0,4.5,2,0,1,1,0,경상남도 통영시,www.tongyeong.go.kr,2017-01-13 0:00,2017-02-03 0:00,300,0,0,,,2회까지만 지원가능,-1,0,1,-1,0,1,0,0,-1,2,1,0,-1,2
75,숭덕육영회숭덕학사장학생,2017,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,1,18,50,0,4.5,1.88,4.5,1,0,10,2,0,,www.sdcnd.org,2017-01-13 0:00,2017-02-11 0:00,0,0,0,,,,2,5,0,6,0,10,0,0,1,0,0,0,7,0
76,바로바로론사랑나눔장학생,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,3,4.5,1,0,1,0,0,,,2017-01-11 0:00,2017-02-01 0:00,413,0,0,,,기업장학금 수혜자 불가,2,2,1,3,0,5,0,0,1,1,1,0,4,5
77,김용숙장학금,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,2,4.5,2,0,10,1,0,,,2017-01-16 0:00,2017-01-26 0:00,200,0,2,개인가족신분,한부모가정,,2,6,0,6,0,1,0,0,1,2,1,1,3,2
78,정민장학금,2017,0,1,2,국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 행정학과,0,8,2,18,50,0,4.5,2,4.5,1,0,10,0,1,,,2017-01-16 0:00,2017-02-01 0:00,413,0,0,,,,2,6,0,6,0,5,0,0,1,1,1,0,4,5
79,야올이상문장학금(계층),2017,0,1,0,정치외교학과 경제학과 행정학과 통계학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 수학과 물리학과 화학과 지구환경과학과,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,1,,,2017-01-17 0:00,2017-01-31 0:00,4200,0,2,개인가족신분,"북한이탈주민(및자녀), 화교, 다문화",졸업시까지 정규학기 기준 학기당 300,2,0,0,2,0,-1,-1,-1,2,3,-1,-1,5,-1
80,야올이상문장학금(전공),2017,0,1,0,건축사회환경공학부,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,1,,,2017-01-17 0:00,2017-01-31 0:00,4200,0,0,,,졸업시까지 정규학기 기준 학기당 300,2,0,0,2,0,-1,-1,-1,2,3,-1,2,5,-1
81,신라문화장학재단장학생,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,2,2,2,18,50,4,4.5,0,4.5,1,0,10,0,0,,,2017-01-18 0:00,2017-02-06 0:00,2478,0,0,,,졸업시까지 등록금 수준으로 지급,-1,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1
82,대학생명보험사회공헌장학생,2017,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,3,4.5,0,4.5,2,0,10,1,1,,,2017-01-17 0:00,2017-01-24 0:00,200,0,0,,,보험관련전공/수업/자격증 중 1가지 이상 필요,0,0,0,0,0,3,0,0,0,2,0,0,2,4
83,홀트장학금,2017,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,5,2,18,50,0,4.5,3.5,4.5,1,0,10,2,1,,,2017-01-17 0:00,2017-01-26 0:00,600,0,0,,,VMS 20시간 이상 필요,2,1,0,3,0,7,0,0,1,0,1,0,7,8
84,동암장학회(성적우수장학생),2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,3.5,4.5,3.5,4.5,1,0,10,1,0,경상북도 경주시,,2017-01-23 0:00,2017-02-02 0:00,400,0,0,,,,1,1,0,1,0,1,0,0,0,2,1,0,2,2
85,동암장학회(성생활장학생),2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,3,4.5,3,4.5,1,0,1,1,0,경상북도 경주시,,2017-01-23 0:00,2017-02-02 0:00,400,0,0,,,,0,2,1,7,0,1,0,0,0,2,1,0,2,2
86,푸른등대기부장학사업(대한LPG협회),2017,0,1,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.kosaf.go.kr,2017-01-31 0:00,2017-02-17 0:00,400,0,2,개인가족신분,택시기사자녀,,2,0,0,2,0,2,0,0,1,2,2,1,3,3
87,푸른등대기부장학사업(월곡주얼리산업진흥재단),2017,0,1,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.kosaf.go.kr,2017-01-31 0:00,2017-02-17 0:00,300,0,0,,,,2,0,0,2,0,2,0,0,1,2,2,0,3,3
88,푸른등대기부장학서업(한국화웨이),2017,0,1,3,화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 컴퓨터학과 데이터과학과 사이버국방학과,0,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.kosaf.go.kr,2017-01-31 0:00,2017-02-17 0:00,1000,0,0,,,,2,0,0,2,0,2,0,0,1,2,2,0,3,3
